SLR,EconGr,risk
0.11611611611611611,0.0,894654638.1059424
0.32432432432432434,0.0,1040898212.2446067
0.988988988988989,0.0,1507752698.918035
2.6826826826826826,0.0,3333835716.8168564
3.071071071071071,0.0,3820016970.4419146
3.4514514514514514,0.0,4348272098.078649
3.8478478478478477,0.0,4898769546.879034
0.3923923923923924,0.015015015015015015,1088936162.0429208
0.9209209209209209,0.015015015015015015,1460169850.2410686
1.053053053053053,0.015015015015015015,1567956415.471176
1.069069069069069,0.015015015015015015,1583727624.7758315
1.3253253253253252,0.015015015015015015,1836066973.6503224
1.4974974974974975,0.015015015015015015,2005607473.6753712
1.5175175175175175,0.015015015015015015,2025321485.3061907
3.295295295295295,0.015015015015015015,4131968222.9898405
0.12412412412412413,0.03003003003003003,900734492.0787774
1.3453453453453452,0.03003003003003003,1856008535.841816
1.901901901901902,0.03003003003003003,2404058059.1786013
0.02002002002002002,0.04504504504504504,827840255.5701194
0.21621621621621623,0.04504504504504504,965646700.4315531
0.36036036036036034,0.04504504504504504,1066892251.7583206
1.053053053053053,0.04504504504504504,1568411516.5925238
1.5415415415415414,0.04504504504504504,2049433400.384522
1.7497497497497498,0.04504504504504504,2254459121.3450465
2.098098098098098,0.04504504504504504,2621666948.2956753
2.21021021021021,0.04504504504504504,2758568736.269403
2.3703703703703702,0.04504504504504504,2954142719.089012
2.8428428428428427,0.04504504504504504,3531085968.4068623
2.978978978978979,0.04504504504504504,3697323853.8035307
3.6956956956956954,0.04504504504504504,4689143764.594736
3.943943943943944,0.04504504504504504,5033899742.631342
3.987987987987988,0.04504504504504504,5095066125.831385
0.15615615615615616,0.06006006006006006,923688604.6060739
0.22822822822822822,0.06006006006006006,974311380.2694576
0.38038038038038036,0.06006006006006006,1081181684.4477124
0.6326326326326326,0.06006006006006006,1258361399.2695556
1.0810810810810811,0.06006006006006006,1596238683.436345
1.5535535535535536,0.06006006006006006,2061489357.923688
1.6456456456456456,0.06006006006006006,2152173811.425458
1.7097097097097096,0.06006006006006006,2215258648.6440806
1.84984984984985,0.06006006006006006,2353256730.0598183
1.88988988988989,0.06006006006006006,2392684753.321458
1.98998998998999,0.06006006006006006,2491353381.53371
2.2262262262262262,0.06006006006006006,2778684890.8081627
2.710710710710711,0.06006006006006006,3370296188.8374825
2.734734734734735,0.06006006006006006,3399632286.260424
3.5995995995995997,0.06006006006006006,4556248593.869623
3.8478478478478477,0.06006006006006006,4901004571.906228
3.8918918918918917,0.06006006006006006,4962170955.106271
0.24024024024024024,0.07507507507507508,982976060.1073623
0.36036036036036034,0.07507507507507508,1067347352.8796686
0.5565565565565566,0.07507507507507508,1205153797.7411022
2.154154154154154,0.07507507507507508,2691235354.7961364
2.314314314314314,0.07507507507507508,2886809337.6157465
3.027027027027027,0.07507507507507508,3761644368.525864
3.4434434434434436,0.07507507507507508,4339944718.780815
0.0920920920920921,0.09009009009009009,879145682.9155251
0.1881881881881882,0.09009009009009009,946642717.1333703
0.7807807807807807,0.09009009009009009,1362874428.1434147
1.973973973973974,0.09009009009009009,2475938703.292248
1.997997997997998,0.09009009009009009,2500384077.714464
2.022022022022022,0.09009009009009009,2530445575.226757
3.7277277277277276,0.09009009009009009,4735304675.692436
0.42042042042042044,0.10510510510510511,1109988100.3871698
0.9569569569569569,0.10510510510510511,1486846541.4368048
1.097097097097097,0.10510510510510511,1612692544.4230227
1.4134134134134133,0.10510510510510511,1924173928.1899724
1.8378378378378377,0.10510510510510511,2342110974.7633486
2.086086086086086,0.10510510510510511,2609233924.6113997
2.774774774774775,0.10510510510510511,3450202050.735722
2.810810810810811,0.10510510510510511,3494206196.8701344
3.5555555555555554,0.10510510510510511,4496758479.439976
3.7237237237237237,0.10510510510510511,4730302851.658321
3.8678678678678677,0.10510510510510511,4930483742.131189
0.32432432432432434,0.12012012012012012,1042718616.7299988
0.4164164164164164,0.12012012012012012,1107403274.5221
0.8688688688688688,0.12012012012012012,1425201810.6311207
1.5375375375375375,0.12012012012012012,2046628350.8617282
2.31031031031031,0.12012012012012012,2883596256.8156514
2.374374374374374,0.12012012012012012,2961825849.9434953
2.7827827827827827,0.12012012012012012,3460539506.133501
3.111111111111111,0.12012012012012012,3880092823.4054327
0.6406406406406406,0.13513513513513514,1265123904.9244127
0.8728728728728729,0.13513513513513514,1428241737.6175382
0.8968968968968969,0.13513513513513514,1445115996.1719997
0.9769769769769769,0.13513513513513514,1501363524.6868703
1.3413413413413413,0.13513513513513514,1853658587.44037
1.4254254254254255,0.13513513513513514,1936457436.2898126
1.6656656656656657,0.13513513513513514,2173025575.8596478
1.9139139139139139,0.13513513513513514,2417479320.081811
2.354354354354354,0.13513513513513514,2937937858.3478427
2.4224224224224224,0.13513513513513514,3021056801.046177
2.4664664664664664,0.13513513513513514,3074839646.32157
3.319319319319319,0.13513513513513514,4169801754.789706
3.5555555555555554,0.13513513513513514,4497875991.953573
3.967967967967968,0.13513513513513514,5070615761.91761
4.0,0.13513513513513514,5116977100.093099
0.46846846846846846,0.15015015015015015,1144419269.1781144
0.980980980980981,0.15015015015015015,1504403451.6732879
1.3213213213213213,0.15015015015015015,1834172126.3702245
1.3533533533533533,0.15015015015015015,1865714544.9795356
1.6176176176176176,0.15015015015015015,2125939498.5063548
1.6616616616616617,0.15015015015015015,2169310324.0941577
1.8538538538538538,0.15015015015015015,2358564835.750026
2.066066066066066,0.15015015015015015,2586463445.5293436
2.6866866866866865,0.15015015015015015,3344312628.955332
3.5075075075075075,0.15015015015015015,4431707784.719416
3.6156156156156154,0.15015015015015015,4581843452.574066
1.2572572572572573,0.16516516516516516,1771314839.712276
1.5975975975975976,0.16516516516516516,2106453037.4362092
1.6496496496496496,0.16516516516516516,2157709467.67634
1.8658658658658658,0.16516516516516516,2370620793.2891917
1.88988988988989,0.16516516516516516,2394277607.246176
3.015015015015015,0.16516516516516516,3748315165.193917
3.91991991991992,0.16516516516516516,5005006310.940252
0.3843843843843844,0.18018018018018017,1085814465.3588479
0.3963963963963964,0.18018018018018017,1094251594.6360784
2.874874874874875,0.18018018018018017,3575229571.281971
3.191191191191191,0.18018018018018017,3993539454.250886
3.5875875875875876,0.18018018018018017,4544036903.051272
0.03203203203203203,0.19519519519519518,838306807.5168375
0.0920920920920921,0.19519519519519518,880738536.8402431
0.9529529529529529,0.19519519519519518,1485399468.375105
1.025025025025025,0.19519519519519518,1543087405.9161165
1.6136136136136137,0.19519519519519518,2122679347.8622127
1.6296296296296295,0.19519519519519518,2138450557.1668682
1.8938938938938938,0.19519519519519518,2398675510.6936874
2.186186186186186,0.19519519519519518,2734820201.414447
2.29029029029029,0.19519519519519518,2861943290.2471933
2.6546546546546548,0.19519519519519518,3306874101.161806
3.2512512512512513,0.19519519519519518,4077506914.87138
0.36036036036036034,0.21021021021021022,1069395307.9257346
0.924924924924925,0.21021021021021022,1465940383.9555743
2.4104104104104103,0.21021021021021022,3009182533.618699
2.6826826826826826,0.21021021021021022,3341658304.412036
3.3513513513513513,0.21021021021021022,4217080178.401004
3.3553553553553552,0.21021021021021022,4222640758.6919165
3.4034034034034035,0.21021021021021022,4289367722.1828723
3.5955955955955954,0.21021021021021022,4556275576.146695
3.9119119119119117,0.21021021021021022,4995561419.128822
0.0,0.22522522522522523,814927018.4300089
0.0920920920920921,0.22522522522522523,881193637.961591
0.15615615615615616,0.22522522522522523,926191660.7734878
0.26426426426426425,0.22522522522522523,1002125824.2685635
0.7887887887887888,0.22522522522522523,1370547136.0409677
0.8888888888888888,0.22522522522522523,1440856546.6845565
1.3493493493493494,0.22522522522522523,1862909495.4567418
1.5615615615615615,0.22522522522522523,2071878018.7434297
1.8018018018018018,0.22522522522522523,2308446158.3132653
1.8458458458458458,0.22522522522522523,2351816983.901068
2.5305305305305303,0.22522522522522523,3156421776.990205
3.875875875875876,0.22522522522522523,4946074952.767404
0.04004004004004004,0.24024024024024024,844579057.3450247
0.32432432432432434,0.24024024024024024,1044539021.2153907
1.1291291291291292,0.24024024024024024,1646282918.0784006
1.1491491491491492,0.24024024024024024,1665996929.70922
1.2332332332332332,0.24024024024024024,1748795778.5586624
1.8938938938938938,0.24024024024024024,2399358162.375709
1.98998998998999,0.24024024024024024,2495858249.3085713
3.015015015015015,0.24024024024024024,3751108946.4779096
3.4834834834834836,0.24024024024024024,4401696840.514729
0.8848848848848849,0.2552552552552553,1438499271.3801608
1.2212212212212212,0.2552552552552553,1737194922.1408443
